GRID,Name,CIND,Avox,ClientType,Explanation,CountryInc,Country,LOB,Cif Risk,Risk Rating,HasTransactions,NumberOfTransactions,Sources,MaxTradeDate,TotalAmount,AccountSources,Open Account Sources,AccountIds,Markets,HSI,Payments,GTRF,HSS,NumberofTransactions,NKYC_PROFILE_ID_LATEST,NKYC_STATUS_LATEST,NKYC_REQUEST_TYPE_LATEST,NKYC_RISK_RATING_LATEST,KYCS_NEXT_RENEWAL_DATE_LATEST,RM,Rec
68839,cust2343,793508795,2191946,GBM Customers,Direct Customer,deu,usa,gbm,,high,yes,1,"NFOS, KYCS",8/19/2019,2000000,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2232,yes,no,no,no,no,1,20202651,ACTIVE,Renewal,HIGH,3/2/2021,Steve Mealey  ,"IMPACT TRADES,FISC,WDA"
4336834,cust2344,328503542,9335078,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2233,no,no,no,no,no,0,20192754,ACTIVE,Trigger,LOW,4/7/2023,Bobby Brumbelow  ,"IMPACT TRADES,FISC,WDA"
4585979,cust2345,71631964,364498,GBM Customers,Direct Customer,ury,ury,gbm,l,high,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2234,no,no,no,no,no,0,20202659,ACTIVE,Renewal,HIGH,9/12/2020,Ronny Concepcion  ,"IMPACT TRADES,FISC,FITEK"
4119719,cust2346,100875456,30286057,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,572,"DDA, KYCS",3/13/2020,8167860828,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2235,no,no,yes,no,no,572,20192956,ACTIVE,New Business - Remediation,LOW,11/8/2023,Cleo Hobgood  ,"GPS,IMPACT TRADES,WDA"
26013830,cust2347,524036968,38711417,GBM Customers,Direct Customer,arg,arg,gbm,h,low,yes,13,"DDA, GPS, KYCS",5/1/2020,401646489.1,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2236,no,no,yes,no,no,13,20203375,ACTIVE,Trigger,LOW,10/24/2024,Sandi Sauls  ,"PMC,NFOS,WDA"
4115099,cust2348,100481234,26239351,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,339,"GPS, KYCS, WDA",5/8/2020,83664331.44,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2237,no,no,yes,no,no,339,20192450,ACTIVE,New Business - Remediation,LOW,10/9/2023,Teressa Veatch  ,"NFOS,CAL,IMPACT TRADES"
25773948,cust2349,553179151,37996762,GBM Customers,Direct Customer,che,che,gbm,h,low,yes,9455,"NFOS, KYCS",5/13/2020,6969908914,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2238,yes,no,no,no,no,9455,20202663,EXPIRED,New Business,LOW,4/3/2020,Sharda Angevine  ,"IMPACT TRADES,PMC,IMPACT FIN"
4581454,cust2350,788145386,25661335,GBM Customers,Direct Customer,can,can,gbm,l,low,yes,23,"GPS, KYCS",4/6/2020,2034347.14,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2239,no,no,yes,no,no,23,20182566,ACTIVE,New Business,LOW,1/2/2021,Taisha Clermont  ,"IMPACT TRADES,WDA"
889818,cust2351,839341374,5924893,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,yes,18,"Impact Fin, KYCS",5/13/2020,19250000000,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2240,yes,yes,no,no,no,18,52693,Active,Renewal,MEDIUM,1/4/2019,Richard Johnson,"GPS,DDA,WDA"
4050282,cust2352,247112122,3809366,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,5596,"Impact Trades, NFOS, KYCS, TRT",5/4/2020,2.84E+11,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2241,yes,yes,no,no,no,5596,20203576,ACTIVE,Trigger,LOW,8/7/2020,Sina Lamers  ,"TDA,IMPACT FIN,GPS"
174577,cust2353,1243915,3199732,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2242,no,no,no,no,no,0,20203268,ACTIVE,Trigger,LOW,7/21/2020,Kam Ackley  ,"IMPACT TRADES,FISC,WDA"
215192,cust2354,274648782,3212658,GBM Customers,Direct Customer,per,per,gbm,h,high,yes,24,"DDA, KYCS, PMC",5/4/2020,4460754364,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2243,yes,no,yes,no,no,24,20203446,ACTIVE,Renewal (Scheduled),HIGH,4/29/2021,Amrita Singh,"GPS,NFOS,IMPACT TRADES"
66758,cust2355,966037984,2577280,GBM Customers,Direct Customer,mar,mar,gbm,h,scc,yes,5354,"GPS, KYCS, WDA",5/14/2020,6097215232,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2244,no,no,yes,no,no,5354,20203557,ACTIVE,Renewal,SCC,3/31/2021,Jonathan Parker,"FISC,IMPACT FIN,ADP"
4453751,cust2356,100290577,34988481,GBM Customers,Direct Customer,usa,usa,cmbx,,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2245,no,no,no,no,no,0,12345,ACTIVE,Trigger,LOW,5/23/2019,Steve Moore,"IMPACT TRADES,FISC,WDA"
385486,cust2357,372162800,15722709,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2246,no,no,no,no,no,0,20192852,ACTIVE,New Business - Remediation,LOW,9/27/2023,Deloise Marez  ,"IMPACT TRADES,FISC,WDA"
72352,cust2358,887336522,3805558,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,57,"Impact Trades, KYCS",4/6/2020,494850044.5,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2247,yes,yes,no,no,no,57,20182773,EXPIRED,Trigger,LOW,6/13/2019,Alan Amante  ,"NFOS,CAL,FISC"
4372091,cust2359,794164964,33783902,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,108,"GPS, KYCS, WDA",4/29/2020,18037711.6,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2248,no,no,yes,no,no,108,20183573,ACTIVE,New Business - Remediation,LOW,3/28/2024,Shila Eyre  ,"FISC,ADP,IMPACT TRADES"
2124145,cust2360,44893012,28598219,GBM Customers,Direct Customer,bmu,bmu,gbm,h,medium,yes,10,"DDA, KYCS",4/17/2020,55198,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2249,no,no,yes,no,no,10,20202874,EXPIRED,Trigger,MEDIUM,4/25/2020,Makeda Hutson  ,"GPS,WDA,FITEK"
25442050,cust2361,786136795,364499,GBM Customers,Direct Customer,usa,usa,gbm,m,low,yes,17822,"DDA, GPS, KYCS",5/14/2020,4.72E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2250,no,no,yes,no,no,17822,20192952,ACTIVE,New Business - Remediation,LOW,11/16/2023,Brandie Pokorny  ,"NFOS,IMPACT TRADES,TDA"
374719,cust2362,132748767,10050098,GBM Customers,Direct Customer,chn,chn,gbm,m,medium,yes,45707,"GPS, KYCS, WDA",5/14/2020,18521489094,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2251,no,no,yes,no,no,45707,20193255,ACTIVE,Renewal,MEDIUM,2/28/2021,Loren Brizendine  ,IMPACT TRADES
4101436,cust2363,86503842,11160009,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,56,"Impact Trades, KYCS",3/23/2020,370875744.5,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2252,yes,yes,no,no,no,56,20192974,ACTIVE,Trigger,LOW,9/6/2019,Kindra Lebrun  ,"NFOS,CAL,FISC"
4258206,cust2364,712182618,31911836,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2253,no,no,no,no,no,0,20183375,ACTIVE,Trigger,LOW,6/29/2022,Tyron Duford  ,"IMPACT TRADES,FISC,WDA"
4626633,cust2365,82572503,3199693,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2254,no,no,no,no,no,0,20202764,ACTIVE,Renewal,LOW,9/26/2024,Sherril Neufeld  ,"IMPACT TRADES,FISC,WDA"
1269466,cust2367,175007636,5214982,GBM Customers,Direct Customer,usa,usa,gbm,,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2256,no,no,no,no,no,0,20193453,ACTIVE,New Business,MEDIUM,11/27/2021,Romeo Giambrone  ,"IMPACT TRADES,FISC,WDA"
68196,cust2368,9614720,9516750,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,171,"DDA, Loan IQ, KYCS",5/12/2020,50160030000,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2257,no,no,yes,no,yes,171,20203346,ACTIVE,Renewal (Scheduled),MEDIUM,1/31/2021,Robert Derusha,"HIE,NFOS,ADP"
72320,cust2369,100069534,2553260,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,2711,"Impact Trades, NFOS, KYCS, SMT",5/14/2020,1.18E+11,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2258,yes,yes,no,no,no,2711,20202853,ACTIVE,New Business - Remediation,LOW,10/8/2020,Debra Whicker  ,"TDA,IMPACT FIN,TRT"
71333,cust2370,198651477,4160579,GBM Customers,Direct Customer,col,col,gbm,m,medium,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2259,no,no,no,no,no,0,20193146,ACTIVE,New Business,MEDIUM,2/23/2020,Vikki Newlon  ,"IMPACT TRADES,FISC,FITEK"
4198148,cust2371,100745715,30647770,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,127,"DDA, FITEK, GPS, Loan IQ, KYCS",5/11/2020,16441364049,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2260,no,no,yes,no,yes,127,20193368,ACTIVE,Renewal,LOW,5/2/2022,Nick Obrien,WDA
25946701,cust2372,754356749,38518187,GBM Customers,Direct Customer,usa,usa,gbm,h,low,yes,949,"GPS, KYCS, WDA",5/14/2020,35602940.96,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2261,no,no,yes,no,no,949,20203147,ACTIVE,New Business,LOW,10/6/2024,Eun Bushway  ,DDA
4595201,cust2373,362489091,36252875,GBM Customers,Direct Customer,cym,cym,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2262,no,no,no,no,no,0,20183550,ACTIVE,New Business,MEDIUM,8/22/2021,Valencia James  ,"IMPACT TRADES,FISC,FITEK"
4273064,cust2374,776933222,3206867,GBM Customers,Direct Customer,can,can,gbm,l,low,yes,14,"GPS, KYCS",4/27/2020,73251558.88,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2263,no,no,yes,no,no,14,20202467,EXPIRED,Renewal,LOW,4/28/2020,Desire Felch  ,"IMPACT TRADES,WDA"
69626,cust2375,445068543,11569302,GBM Customers,Direct Customer,usa,usa,gbm,h,high,no,0,KYCS,1800-01-01,0,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc2264,no,no,no,no,no,0,20212563,ACTIVE,Renewal,HIGH,4/17/2021,Kayleigh Asuncion  ,"IMPACT TRADES,FISC,WDA"
65457,cust2376,599993944,11114983,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1114581,"ADP, CAL, DTP, Impact Fin, Impact Trades, NFOS, KYCS, PMC, SMT",5/15/2020,2.02E+13,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2265,yes,yes,no,no,no,1114581,20193369,ACTIVE,New Business - Remediation,LOW,3/28/2022,Andre Bushell,"TDA,TRT,GPS"
72397,cust2377,264118340,15964339,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2266,no,no,no,no,no,0,20192856,ACTIVE,New Business - Remediation,LOW,1/10/2022,Arron Burse  ,"IMPACT TRADES,FISC,WDA"
65881,cust2378,625218259,2457179,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,1,"Impact Trades, KYCS",10/31/2019,47965,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2267,yes,yes,no,no,no,1,20193055,ACTIVE,New Business - Remediation,LOW,10/11/2023,Harvey Pressnell  ,"GPS,FISC,DDA"
4434468,cust2379,521481921,25030665,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2268,no,no,no,no,no,0,20182673,ACTIVE,New Business - Remediation,LOW,12/6/2022,Earl Laberge,"IMPACT TRADES,FISC,WDA"
4244609,cust2380,314833612,31718088,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,yes,66,"GPS, KYCS, WDA",4/23/2020,259668.3,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2269,no,no,yes,no,no,66,44555,Active,Renewal,MEDIUM,2/23/2018,Tyron Matousek  ,
2656922,cust2381,558055535,26238322,GBM Customers,Direct Customer,aus,aus,gbm,l,low,yes,222,"GPS, KYCS, WDA",5/14/2020,9636249754,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2270,no,no,yes,no,no,222,20202650,ACTIVE,New Business - Remediation,LOW,4/2/2022,Freeman Napier  ,NFOS
4203531,cust2382,798405502,30915406,GBM Customers,Direct Customer,chl,chl,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2271,no,no,no,no,no,0,20173546,ACTIVE,New Business - Remediation,LOW,11/30/2022,Leland Lish  ,"IMPACT TRADES,FISC,FITEK"
4115910,cust2383,477919758,30597675,GBM Customers,Direct Customer,nld,nld,gbm,l,low,yes,24,"KYCS, WDA",5/1/2020,2430.04,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2272,no,no,yes,no,no,24,20202449,ACTIVE,New Business - Remediation,LOW,5/19/2024,Glen Montano  ,"GPS,NFOS,IMPACT TRADES"
2607539,cust2384,625563615,4624383,GBM Customers,Direct Customer,ury,ury,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2273,no,no,no,no,no,0,20212766,ACTIVE,Trigger,LOW,10/16/2020,Tabetha Cuddy  ,"IMPACT TRADES,FISC,FITEK"
25461930,cust2385,192527808,36926691,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2274,no,no,no,no,no,0,20192874,ACTIVE,New Business,MEDIUM,2/8/2022,Earnest Dunagan  ,"IMPACT TRADES,FISC,WDA"
2606671,cust2386,247033011,5157441,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,115,"Hie, Loan IQ, KYCS",7/24/2019,1.04E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2275,no,no,no,yes,yes,115,20182654,EXPIRED,New Business - Remediation,MEDIUM,8/11/2019,Jacklyn Ricotta  ,"GPS,NFOS,WDA"
4113770,cust2387,645493958,30229154,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2276,no,no,no,no,no,0,53615,Active,Amendment,MEDIUM,6/22/2018,Clemencia Buchta  ,"IMPACT TRADES,FISC,WDA"
4119437,cust2388,744735799,28101807,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,312,"DDA, KYCS",5/4/2020,94744910080,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2277,no,no,yes,no,no,312,20203354,ACTIVE,Trigger,LOW,11/16/2023,Zenobia Green  ,"HIE,NFOS,ADP"
4115181,cust2389,598086751,30572819,GBM Customers,Direct Customer,hkg,hkg,gbm,m,medium,yes,48,"KYCS, WDA",4/30/2020,426358.86,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2278,no,no,yes,no,no,48,20183257,EXPIRED,Trigger,MEDIUM,7/16/2018,Joey Ellinger  ,"GPS,DDA"
4186455,cust2390,395314964,3813924,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2279,no,no,no,no,no,0,20173558,ACTIVE,New Business - Remediation,LOW,12/4/2022,Alonzo Dunkin  ,"GPS,WDA"
4598959,cust2391,100103741,35475674,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,534,"GPS, KYCS, WDA",5/13/2020,118562397.5,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2280,no,no,yes,no,no,534,20182850,ACTIVE,New Business,LOW,6/8/2022,Cornelius Dearmond  ,"NFOS,CAL,IMPACT TRADES"
4387238,cust2392,238364788,33984732,GBM Customers,Direct Customer,bmu,bmu,gbm,m,medium,yes,12,"FITEK, KYCS",5/1/2020,64561,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2281,no,no,no,no,yes,12,20193167,ACTIVE,New Business,MEDIUM,11/27/2021,Danilo Nading  ,"GPS,DDA,WDA"
1595962,cust2393,58921785,4534437,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,309,"Impact Fin, Impact Trades, KYCS",5/14/2020,489206484.4,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2282,yes,yes,no,no,no,309,20182975,ACTIVE,New Business - Remediation,LOW,7/27/2022,Steve Mealey  ,"GPS,DDA,SMT"
24951424,cust2394,597197264,35929270,GBM Customers,Direct Customer,sgp,sgp,gbm,m,medium,yes,572,"GPS, KYCS, WDA",5/14/2020,10717472427,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2283,no,no,yes,no,no,572,20183362,ACTIVE,New Business,MEDIUM,12/5/2020,Bobby Brumbelow  ,"DDA,NFOS,IMPACT TRADES"
4402761,cust2395,308811809,34204282,GBM Customers,Direct Customer,lux,lux,gbm,m,medium,yes,11,"KYCS, WDA",12/13/2019,268019.06,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2284,no,no,yes,no,no,11,20193159,ACTIVE,Trigger,MEDIUM,7/30/2021,Ronny Concepcion  ,"GPS,FISC,FITEK"
253471,cust2396,100002230,15891193,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2285,no,no,no,no,no,0,20203068,ACTIVE,Trigger,LOW,9/29/2021,Cleo Hobgood  ,"IMPACT TRADES,FISC,WDA"
25483145,cust2397,335362957,25807320,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2286,no,no,no,no,no,0,20193573,ACTIVE,Trigger,LOW,9/10/2023,Sandi Sauls  ,"IMPACT TRADES,FISC,WDA"
184717,cust2398,712486405,25357089,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2287,no,no,no,no,no,0,20202855,ACTIVE,Trigger,LOW,5/9/2020,Teressa Veatch  ,"IMPACT TRADES,FISC,WDA"
4342147,cust2399,100279111,32739070,GBM Customers,Direct Customer,usa,usa,gbm,h,scc,yes,86,"DDA, GPS, KYCS",4/28/2020,5060724331,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2288,no,no,yes,no,no,86,20212454,ACTIVE,Renewal,SCC,4/20/2021,Sharda Angevine  ,WDA
25670797,cust2400,488288069,37625503,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,341,"GPS, KYCS, WDA",5/7/2020,175068210.4,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2289,no,no,yes,no,no,341,20202453,ACTIVE,Trigger,MEDIUM,12/9/2021,Taisha Clermont  ,"DDA,SMT,IMPACT FIN"
4099971,cust2401,5817014,3211020,GBM Customers,Direct Customer,bra,bra,gbm,h,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2290,no,no,no,no,no,0,20203563,ACTIVE,Renewal,SCC,4/30/2021,Richard Johnson,"IMPACT TRADES,FISC,FITEK"
25246186,cust2402,100316047,36599080,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2291,no,no,no,no,no,0,20193473,ACTIVE,Renewal,LOW,12/30/2019,Sina Lamers  ,"IMPACT TRADES,FISC,WDA"
25685874,cust2403,780141693,33794810,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,13,"Impact Trades, KYCS",7/22/2019,84430305,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2292,yes,yes,no,no,no,13,20193559,ACTIVE,New Business,MEDIUM,1/15/2022,Kam Ackley  ,"GPS,ADP,WDA"
4284419,cust2404,589469246,25435041,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,159,"CAL, Impact Trades, KYCS",5/13/2020,9380285573,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2293,yes,yes,no,no,no,159,20183267,ACTIVE,Trigger,LOW,8/1/2022,Amrita Singh,"HIE,NFOS,FITEK"
4350647,cust2405,100294777,33296423,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2294,no,no,no,no,no,0,20192557,ACTIVE,Trigger,LOW,12/20/2022,Jonathan Parker,"GPS,WDA"
2541464,cust2406,497333773,4138546,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2295,no,no,no,no,no,0,20192763,ACTIVE,New Business,LOW,5/14/2021,Steve Moore,"IMPACT TRADES,FISC,WDA"
4119069,cust2407,946253842,30757230,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,404,"GPS, KYCS, WDA",5/6/2020,57624963.66,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2296,no,no,yes,no,no,404,20193270,ACTIVE,Trigger,LOW,9/3/2019,Deloise Marez  ,"NFOS,CAL,IMPACT TRADES"
2147,cust2408,100754085,3786171,GBM Customers,Direct Customer,ven,ven,gbm,h,scc,yes,27,"NFOS, KYCS",5/7/2020,147381749.1,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2297,yes,no,no,no,no,27,20192856,ACTIVE,Renewal - Remediation,SCC,5/30/2020,Alan Amante  ,"IMPACT TRADES,FISC,ADP"
25949989,cust2409,731200023,25526556,GBM Customers,Direct Customer,usa,usa,gbm,h,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2298,no,no,no,no,no,0,20203151,ACTIVE,New Business,LOW,9/6/2024,Shila Eyre  ,"IMPACT TRADES,FISC,WDA"
4007812,cust2410,794161946,9788774,GBM Customers,Direct Customer,kor,gbr,gbm,h,medium,yes,16737,"GPS, KYCS, WDA",5/14/2020,1.45E+11,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2299,no,no,yes,no,no,16737,20203473,ACTIVE,Renewal,MEDIUM,3/18/2023,Makeda Hutson  ,"NFOS,IMPACT TRADES,CAL"
24906238,cust2411,280980246,34133821,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2300,no,no,no,no,no,0,20183258,ACTIVE,New Business,MEDIUM,3/7/2021,Brandie Pokorny  ,"IMPACT TRADES,FISC,WDA"
4378729,cust2413,335426688,30094937,GBM Customers,Direct Customer,bhr,cym,gbm,,scc,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2302,no,no,no,no,no,0,20203362,ACTIVE,Trigger,SCC,7/22/2020,Kindra Lebrun  ,"IMPACT TRADES,FISC,FITEK"
574282,cust2414,100020833,3845056,GBM Customers,Direct Customer,col,col,gbm,m,scc,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2303,no,no,no,no,no,0,20202962,ACTIVE,Trigger,SCC,5/29/2020,Tyron Duford  ,"IMPACT TRADES,FISC,FITEK"
25499888,cust2415,583006301,37062681,GBM Customers,Direct Customer,usa,usa,gbm,l,low,yes,23,"DDA, KYCS",4/30/2020,10321285182,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2304,no,no,yes,no,no,23,20193272,ACTIVE,Trigger,LOW,9/25/2023,Sherril Neufeld  ,"GPS,WDA"
4120936,cust2416,461285100,26378724,GBM Customers,Direct Customer,usa,usa,gbm,m,high,yes,2357,"KYCS, WDA",2/4/2020,14546925088,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2305,no,no,yes,no,no,2357,20202774,ACTIVE,Renewal,HIGH,8/13/2020,Elden Hasting  ,"GPS,DDA,IMPACT TRADES"
1834845,cust2417,99997653,16937158,GBM Customers,Direct Customer,usa,usa,gbm,m,medium,yes,53116,"CAL, GPS, Impact Trades, KYCS, WDA",5/14/2020,7530513641,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2306,yes,yes,yes,no,no,53116,20192764,ACTIVE,New Business - Remediation,MEDIUM,11/8/2021,Romeo Giambrone  ,"FISC,ADP,IMPACT FIN"
25479226,cust2418,515913732,32645500,GBM Customers,Direct Customer,gbr,gbr,gbm,m,medium,yes,28,"KYCS, WDA",4/30/2020,179377.16,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2307,no,no,yes,no,no,28,20192956,ACTIVE,New Business,MEDIUM,11/26/2021,Robert Derusha,GPS
4133056,cust2419,417812716,6617141,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF,CIF,Acc1 Acc2 Acc3 Acc4 Acc2308,no,no,no,no,no,0,20203048,ACTIVE,Trigger,LOW,3/12/2021,Debra Whicker  ,"IMPACT TRADES,FISC,WDA"
992058,cust2420,18862525,6804577,GBM Customers,Direct Customer,gbr,gbr,gbm,l,low,yes,843451,"CAL, DDA, GPS, Impact Fin, NFOS, KYCS, SMT, WDA",5/14/2020,3.35E+13,CIF ISD,CIF ISD,Acc1 Acc2 Acc3 Acc4 Acc2309,yes,yes,yes,no,no,843451,20202659,ACTIVE,Trigger,LOW,3/12/2022,Vikki Newlon  ,"TRT,FISC,DTP"
395266,cust2421,375067624,31272708,GBM Customers,Direct Customer,usa,usa,gbm,l,low,no,0,KYCS,1800-01-01,0,CIF ISD,CIF,Acc1 Acc2 Acc3 Acc4 Acc2310,no,no,no,no,no,0,20192474,ACTIVE,Trigger,LOW,1/29/2023,Nick Obrien,"IMPACT TRADES,FISC,WDA"
2547825,cust2422,184851429,27878018,GBM Customers,Direct Customer,irl,irl,gbm,l,low,no,0,KYCS,1800-01-01,0,ISD,ISD,Acc1 Acc2 Acc3 Acc4 Acc2311,no,no,no,no,no,0,20182448,ACTIVE,New Business - Remediation,LOW,10/18/2023,Eun Bushway  ,"IMPACT TRADES,FISC,FITEK"
